"respondent_id","interview_date","district","upazila","respondent_type","age","sex","ethnicity","school_type","school_has_safe_water","school_has_separate_toilet","school_has_menstrual_hygiene_facility","school_gender_responsive_policy","years_in_programme","enrollment_rate_baseline_pct","enrollment_rate_endline_pct","girls_attendance_days_baseline","girls_attendance_days_endline","dropout_rate_girls_baseline_pct","dropout_rate_girls_endline_pct","learning_score_baseline","learning_score_endline","agency_score_baseline","agency_score_endline","child_marriage_prevalence_baseline_pct","child_marriage_prevalence_endline_pct","gbv_awareness_baseline","gbv_awareness_endline","mhm_knowledge_baseline","mhm_knowledge_endline","participates_in_school_activities","teacher_trained_gender_responsive","teacher_uses_inclusive_methods","parent_education_support","household_distance_to_school_km","economic_barrier_to_schooling","rhcw_households_served","rhcw_mhm_sessions_conducted","satisfaction_score"
"WGE-0952",2024-10-11,"Rangamati","Baghaichhari","School Management Committee (SMC)",39,"Male","Khumi","Government Primary School","Yes","Yes","No","No",1,67.3,79.4,15,17,8.1,4.9,39,42,5,5.7,43.3,38.6,3,2,"Poor","Excellent","Yes","No","Partially","Supports",3.8,"Yes - minor barrier",42,9,3
"WGE-0953",2024-11-11,"Khagrachari","Mahalchhari","School Student (Boy)",12,"Male","Chakma","Madrasa","No","Yes","Yes","Yes",3,53.6,58.4,15,18,6,0,52,57,3.2,6,48.6,39.3,1,5,"Poor","Excellent","No","No","Partially","Neutral",1.1,"No barrier",62,13,2
"WGE-0954",2024-10-09,"Rangamati","Longadu","School Student (Girl)",17,"Female","Chakma","Community Learning Centre","Yes","No","No","Partially",1,80.8,88.9,19,22,22,20.1,66,68,2.6,3,15.5,9.4,1,5,"Poor","Excellent","Yes","No","Yes","Strongly supports",0.5,"Yes - major barrier",23,7,4
"WGE-0955",2024-10-16,"Bandarban","Ruma","Police/Law Enforcement",35,"Female","Bengali","NGO-run School","Yes","Yes","Yes","Yes",2,40,40.5,16,16,29.8,15.9,55,66,6.3,8,27.2,23,2,4,"Excellent","Excellent","Yes","Yes","Yes","Supports",0.6,"No barrier",56,10,3
"WGE-0956",2024-10-13,"Rangamati","Naniarchar","School Student (Boy)",14,"Male","Chakma","Government Secondary School","Yes","Yes","Yes","Partially",1,81.7,86.6,15,18,27,17.8,38,43,5.4,5.9,60.9,51.4,4,5,"Moderate","Good","Yes","No","Partially","Does not support",3.6,"Yes - major barrier",57,8,4
"WGE-0957",2024-09-16,"Rangamati","Naniarchar","School Student (Girl)",11,"Female","Bengali","Government Primary School","No","Yes","No","Partially",4,70.6,84,19,22,21.6,15.5,47,54,3.7,5.1,43,34.9,4,3,"Poor","Good","No","No","Yes","Supports",4.9,"Yes - minor barrier",66,11,4
"WGE-0958",2024-10-22,"Bandarban","Rowangchhari","School Student (Girl)",11,"Female","Khumi","NGO-run School","Yes","No","Yes","Yes",3,54.1,67.5,15,18,5.7,0,54,64,4.3,4.6,10,2.7,2,2,"Moderate","Good","Yes","Yes","Partially","Supports",3.2,"Yes - minor barrier",33,7,3
"WGE-0959",2024-10-31,"Rangamati","Naniarchar","Household (Parent/Guardian)",32,"Female","Tripura","Madrasa","Yes","Yes","Yes","Yes",4,83.8,88.4,17,20,28.4,23.8,54,56,4.9,5.7,52,42.1,4,4,"Poor","Good","No","Yes","Yes","Neutral",5.6,"No barrier",73,9,5
"WGE-0960",2024-11-24,"Rangamati","Longadu","Household (Parent/Guardian)",43,"Male","Tanchangya","Government Secondary School","No","Yes","Yes","No",4,78.7,94.8,12,13,18.7,10.8,34,34,2.5,2.9,48.4,42,4,4,"Poor","Moderate","No","No","Yes","Strongly supports",5.3,"Yes - minor barrier",34,5,5
"WGE-0961",2024-10-24,"Bandarban","Bandarban Sadar","School Student (Boy)",15,"Male","Chak","NGO-run School","Yes","Yes","No","Yes",3,43.6,50.2,10,12,9.4,0,64,62,7.9,10,45.1,37.7,3,5,"Moderate","Poor","Yes","No","No","Does not support",7.6,"No barrier",51,6,3
"WGE-0962",2024-11-17,"Khagrachari","Mahalchhari","Reproductive Health Community Worker (RHCW)",29,"Female","Marma","Government Primary School","Yes","No","No","No",2,90.4,100,14,17,27,18.6,34,40,2.6,3.9,52.9,47.5,4,2,"Poor","Excellent","No","Yes","No","Neutral",1.8,"Yes - major barrier",21,10,5
"WGE-0963",2024-09-19,"Bandarban","Rowangchhari","School Student (Girl)",15,"Female","Chakma","Government Secondary School","No","Yes","No","Yes",3,99.1,100,18,21,28.1,18.2,49,52,1.5,2.5,59.3,51.3,1,4,"Moderate","Good","Yes","Yes","No","Does not support",4.2,"Yes - minor barrier",57,7,5
"WGE-0964",2024-09-03,"Rangamati","Longadu","Household (Parent/Guardian)",28,"Male","Chakma","NGO-run School","Yes","Yes","Yes","No",1,80,91,18,20,20.6,15.1,42,44,3.4,4.2,44.5,37.1,1,5,"Moderate","Good","Yes","Yes","Partially","Strongly supports",5.2,"Yes - major barrier",56,4,4
"WGE-0965",2024-11-25,"Khagrachari","Khagrachari Sadar","Household (Parent/Guardian)",46,"Female","Chakma","Government Secondary School","Yes","Yes","No","Partially",1,74.2,77,17,19,12.8,6.5,40,44,3.5,4.1,52,41.6,2,3,"Poor","Good","No","No","Partially","Neutral",5,"Yes - minor barrier",44,7,4
"WGE-0966",2024-09-21,"Bandarban","Rowangchhari","School Student (Girl)",10,"Female","Murung","Government Secondary School","Yes","Yes","Yes","Yes",3,85.5,100,22,22,10.3,5.7,69,76,4.2,4.1,24.8,12.4,3,2,"Good","Poor","Yes","Yes","No","Supports",4.4,"Yes - minor barrier",47,11,3
"WGE-0967",2024-10-20,"Rangamati","Kaptai","School Student (Girl)",11,"Female","Chakma","Government Secondary School","Yes","No","No","Yes",3,72,87.2,17,21,15.3,5,27,38,3.1,5.2,75.1,58.3,4,5,"Moderate","Poor","Yes","Yes","Partially","Strongly supports",0.3,"Yes - major barrier",34,6,4
"WGE-0968",2024-11-20,"Rangamati","Longadu","School Student (Girl)",17,"Female","Marma","Community Learning Centre","No","Yes","No","No",3,58.2,66.9,9,13,15.6,4.3,15,33,4.2,6.4,32.9,24.2,3,4,"Moderate","Moderate","Yes","Yes","Yes","Strongly supports",6.1,"No barrier",53,7,5
"WGE-0969",2024-11-26,"Bandarban","Bandarban Sadar","Household (Parent/Guardian)",50,"Male","Bengali","Government Secondary School","Yes","Yes","No","Partially",3,89,94.7,10,11,15.7,8.8,53,62,4.3,6.1,44.1,42.8,2,4,"Moderate","Good","Yes","Yes","No","Neutral",2.9,"Yes - minor barrier",29,7,4
"WGE-0970",2024-11-18,"Khagrachari","Dighinala","Household (Parent/Guardian)",20,"Female","Chakma","Madrasa","Yes","Yes","Yes","No",2,64.8,64.6,15,17,29.2,20.3,48,57,7.4,9.2,13.6,2.1,3,2,"Poor","Moderate","No","Yes","Yes","Neutral",6,"Yes - minor barrier",52,6,2
"WGE-0971",2024-09-16,"Bandarban","Rowangchhari","Mother Club Member",29,"Female","Chakma","Government Primary School","Yes","Yes","No","No",4,70.9,77.2,22,22,16.2,9.3,35,51,3.8,4.3,10,1.3,3,3,"Good","Good","No","Yes","Partially","Strongly supports",5,"No barrier",58,8,4
"WGE-0972",2024-11-09,"Bandarban","Bandarban Sadar","Community Stakeholder",48,"Male","Pangkhua","Government Secondary School","Yes","Yes","No","Yes",2,78.3,86.3,14,15,18.1,9.7,35,43,5.2,6.5,62.5,57.2,1,2,"Poor","Good","Yes","Yes","Yes","Neutral",3.7,"No barrier",13,10,4
"WGE-0973",2024-10-21,"Bandarban","Ruma","Household (Parent/Guardian)",37,"Male","Bengali","Government Secondary School","Yes","No","No","Yes",2,69.5,79.4,15,16,25.2,20.4,34,39,0.8,1.9,31.9,21.3,4,3,"Moderate","Good","Yes","Yes","Partially","Supports",3.9,"Yes - minor barrier",48,9,3
"WGE-0974",2024-11-09,"Bandarban","Rowangchhari","Teacher",38,"Female","Chakma","Government Secondary School","No","Yes","No","No",3,89.1,99.9,14,15,19,7.9,45,56,4.9,6.8,36.2,30.6,3,3,"Poor","Good","No","No","Partially","Supports",4.3,"Yes - major barrier",29,11,4
"WGE-0975",2024-10-01,"Bandarban","Rowangchhari","School Student (Boy)",12,"Male","Bengali","Government Secondary School","Yes","Yes","Yes","No",2,63.3,68.6,18,21,30,24.3,58,67,1.1,2.3,56.1,44.8,2,5,"Good","Good","No","No","Partially","Supports",3.9,"No barrier",38,3,4
"WGE-0976",2024-11-21,"Rangamati","Rajasthali","Household (Parent/Guardian)",35,"Female","Chakma","Government Primary School","No","Yes","Yes","Yes",2,89,97.8,14,18,20.4,18.6,55,66,6.1,7.7,26.7,20.7,1,5,"Moderate","Moderate","No","No","Partially","Strongly supports",3.7,"Yes - major barrier",47,10,3
"WGE-0977",2024-09-17,"Rangamati","Naniarchar","Household (Parent/Guardian)",41,"Female","Chakma","Government Primary School","No","No","No","Yes",4,59.9,76.9,14,16,17.8,5.6,53,58,4,4.8,63.2,56.9,2,4,"Poor","Good","Yes","Yes","Yes","Neutral",2.2,"Yes - major barrier",52,9,4
"WGE-0978",2024-09-05,"Bandarban","Rowangchhari","School Management Committee (SMC)",63,"Female","Khumi","Madrasa","Yes","No","Yes","Yes",3,51.7,60.1,14,17,12.7,6.7,59,66,3.1,4.6,39,27.7,3,5,"Excellent","Good","No","Yes","Yes","Supports",6.9,"Yes - minor barrier",24,11,4
"WGE-0979",2024-11-01,"Rangamati","Rajasthali","School Student (Girl)",13,"Female","Chakma","NGO-run School","Yes","Yes","Yes","Yes",2,79.7,84.4,12,15,16.2,10.8,43,53,5.2,6.8,25,12.2,3,2,"Excellent","Good","Yes","No","No","Supports",3.8,"No barrier",70,13,4
"WGE-0980",2024-09-16,"Rangamati","Longadu","Teacher",37,"Male","Chakma","Government Primary School","No","Yes","No","Partially",2,76.5,87.6,19,21,28.2,23,67,78,3.1,3.7,57.4,43.6,1,2,"Good","Good","Yes","Yes","Partially","Supports",3.3,"Yes - minor barrier",33,7,5
"WGE-0981",2024-10-11,"Bandarban","Bandarban Sadar","School Student (Girl)",14,"Female","Tripura","Government Primary School","Yes","Yes","Yes","No",3,70.4,68.4,9,11,12.9,3.7,25,30,5.2,6.3,13.8,3.4,5,4,"Poor","Excellent","No","Yes","No","Strongly supports",2.5,"Yes - major barrier",24,5,4
"WGE-0982",2024-10-05,"Khagrachari","Khagrachari Sadar","Mother Club Member",32,"Female","Tanchangya","NGO-run School","Yes","No","No","Yes",3,81.7,85.7,18,19,34.6,27,69,75,3.7,3.8,26.2,19.7,5,4,"Good","Excellent","No","Yes","No","Supports",3.3,"Yes - major barrier",28,10,4
"WGE-0983",2024-11-10,"Khagrachari","Dighinala","School Student (Boy)",10,"Male","Chakma","Community Learning Centre","No","Yes","Yes","No",2,83.6,97.5,14,15,18.8,16.6,52,57,6.1,7.6,61.1,58,5,3,"Moderate","Excellent","Yes","No","Partially","Neutral",5.7,"Yes - minor barrier",37,8,2
"WGE-0984",2024-10-30,"Rangamati","Longadu","School Management Committee (SMC)",44,"Male","Chakma","Government Secondary School","Yes","No","Yes","Yes",4,72.6,78.3,10,13,5.1,0,51,68,3.3,7.2,19.4,4.9,2,5,"Moderate","Excellent","Yes","Yes","Yes","Supports",3.9,"Yes - minor barrier",70,4,4
"WGE-0985",2024-11-08,"Rangamati","Longadu","School Student (Girl)",13,"Female","Chak","Government Primary School","No","Yes","No","Yes",2,61.4,73.6,17,21,13.9,3.4,54,57,2.7,3.6,10,1.8,5,4,"Moderate","Excellent","No","Yes","Yes","Supports",4.4,"Yes - major barrier",29,7,4
"WGE-0986",2024-09-06,"Rangamati","Kaptai","Teacher",48,"Male","Murung","Government Secondary School","Yes","No","No","Yes",4,64.6,77.6,15,19,20.9,16.1,58,74,4.9,8.6,46,45,3,1,"Moderate","Good","Yes","No","Partially","Supports",2.4,"Yes - minor barrier",59,7,5
"WGE-0987",2024-11-24,"Bandarban","Ruma","School Student (Girl)",12,"Female","Marma","Government Secondary School","No","No","Yes","No",1,82.6,87.2,17,21,19,14,41,44,2.3,3,32.2,28.3,2,3,"Poor","Good","Yes","No","Yes","Does not support",3.5,"No barrier",69,5,4
"WGE-0988",2024-10-19,"Khagrachari","Khagrachari Sadar","School Student (Girl)",15,"Female","Marma","Madrasa","Yes","Yes","No","Yes",2,61.1,67.8,18,22,20.2,16.9,56,64,3.2,4.9,61.7,54.7,4,5,"Moderate","Good","Yes","No","Yes","Does not support",2.4,"Yes - minor barrier",74,8,4
"WGE-0989",2024-10-13,"Rangamati","Longadu","Household (Parent/Guardian)",47,"Female","Bengali","Government Secondary School","Yes","Yes","No","No",3,80.8,94,16,18,16.6,7.1,62,62,3.8,6.6,38.6,24.3,3,4,"Good","Good","Yes","No","Yes","Neutral",5.4,"Yes - minor barrier",44,4,4
"WGE-0990",2024-11-29,"Rangamati","Kaptai","Household (Parent/Guardian)",47,"Female","Marma","Government Secondary School","No","No","No","Yes",3,78.7,96,20,20,14.1,6.5,56,63,4.9,8.2,31.4,22.9,5,4,"Poor","Good","Yes","Yes","No","Neutral",4.2,"Yes - minor barrier",50,6,5
"WGE-0991",2024-09-24,"Rangamati","Rajasthali","School Student (Girl)",11,"Female","Bawm","Madrasa","Yes","Yes","Yes","Yes",4,72.2,79.8,17,19,17.3,6.5,46,55,5.7,8.3,43.8,31.1,2,4,"Excellent","Excellent","Yes","No","Partially","Neutral",3.9,"Yes - minor barrier",49,5,4
"WGE-0992",2024-11-20,"Khagrachari","Ramgarh","Mother Club Member",26,"Female","Pangkhua","Madrasa","Yes","No","No","No",2,74,87.2,14,17,15.2,8.9,57,64,3.8,4.5,55.5,51,3,5,"Poor","Moderate","Yes","Yes","Yes","Supports",2.6,"Yes - major barrier",44,8,3
"WGE-0993",2024-10-13,"Khagrachari","Dighinala","School Student (Boy)",13,"Male","Chakma","Government Primary School","Yes","No","No","Yes",3,73.3,78.7,18,18,28.1,23,69,77,2.9,4.5,36.5,25.1,5,4,"Moderate","Good","Yes","Yes","No","Supports",3.9,"Yes - minor barrier",64,12,5
"WGE-0994",2024-10-04,"Rangamati","Baghaichhari","School Student (Girl)",13,"Female","Marma","NGO-run School","Yes","Yes","Yes","No",3,57.8,65.1,19,21,15.9,4.8,52,59,4.3,7.4,59.8,51.6,1,4,"Excellent","Moderate","Yes","Yes","Yes","Neutral",8.5,"No barrier",59,11,4
"WGE-0995",2024-11-13,"Rangamati","Naniarchar","Household (Parent/Guardian)",41,"Male","Marma","NGO-run School","Yes","No","No","Yes",2,73.7,85.5,16,20,17.7,6.9,45,51,3.1,4.3,53.3,44.6,3,2,"Moderate","Moderate","Yes","Yes","Partially","Supports",3,"No barrier",44,9,4
"WGE-0996",2024-11-16,"Rangamati","Naniarchar","School Student (Girl)",15,"Female","Tripura","Government Primary School","No","No","Yes","No",2,87.5,100,16,18,14.7,8.7,60,66,1.3,1.4,20.6,13.1,1,5,"Moderate","Moderate","Yes","Yes","Partially","Neutral",6.2,"No barrier",46,8,4
"WGE-0997",2024-09-10,"Rangamati","Naniarchar","School Student (Boy)",14,"Male","Chakma","Government Secondary School","No","Yes","Yes","Yes",3,58.8,67.4,17,20,23.6,20.4,34,42,3.6,5.7,24.6,16.5,2,4,"Moderate","Good","Yes","No","Partially","Strongly supports",3.8,"No barrier",32,9,4
"WGE-0998",2024-09-14,"Khagrachari","Mahalchhari","School Student (Boy)",18,"Male","Tripura","Government Primary School","Yes","Yes","No","No",3,88.1,88.9,19,21,21.5,17,64,70,4.8,6.8,19.7,12.3,5,5,"Poor","Good","No","Yes","Partially","Supports",1.8,"No barrier",61,8,1
"WGE-0999",2024-09-16,"Rangamati","Rajasthali","Mother Club Member",33,"Female","Bengali","Government Primary School","No","Yes","No","Partially",2,85.9,94.3,19,21,23.5,24.5,49,57,3.1,3.2,43.2,36.9,2,4,"Excellent","Excellent","Yes","Yes","Yes","Strongly supports",2.7,"Yes - minor barrier",49,7,3
"WGE-1000",2024-11-07,"Rangamati","Baghaichhari","School Student (Boy)",18,"Male","Tripura","Government Primary School","No","Yes","Yes","Partially",1,46,48.1,11,12,32.7,28.4,35,39,4.1,4.8,64,60.5,3,5,"Good","Good","Yes","No","No","Strongly supports",3.7,"No barrier",40,14,4
"WGE-1001",2024-11-25,"Bandarban","Ruma","School Student (Girl)",12,"Female","Bengali","NGO-run School","Yes","No","No","Yes",3,52.4,67.7,15,17,26.2,22.1,56,73,2.5,4.1,11.6,2.2,4,3,"Moderate","Excellent","Yes","Yes","Yes","Supports",2.9,"Yes - minor barrier",40,7,4
"WGE-1002",2024-10-08,"Khagrachari","Khagrachari Sadar","School Student (Girl)",16,"Female","Chakma","NGO-run School","Yes","No","No","Yes",3,76.5,87.1,15,16,25.8,21.1,39,47,5.7,8,47.5,42.1,2,2,"Moderate","Excellent","No","Yes","Yes","Strongly supports",5.5,"Yes - minor barrier",45,9,3
"WGE-1003",2024-10-22,"Khagrachari","Khagrachari Sadar","Reproductive Health Community Worker (RHCW)",34,"Female","Pangkhua","NGO-run School","Yes","No","Yes","No",2,90.3,100,15,18,18.4,14.9,40,46,2.5,3.5,52.3,38.1,3,5,"Good","Excellent","No","No","Partially","Strongly supports",1.7,"Yes - major barrier",77,1,4
"WGE-1004",2024-10-10,"Khagrachari","Dighinala","School Student (Boy)",15,"Male","Marma","Government Primary School","No","Yes","No","Yes",4,79.2,90.9,16,19,14.9,6.9,42,54,3.5,7.6,32.3,21.3,2,2,"Moderate","Good","Yes","Yes","Partially","Strongly supports",0.2,"Yes - major barrier",35,12,4
"WGE-1005",2024-11-24,"Khagrachari","Panchhari","Household (Parent/Guardian)",30,"Female","Marma","NGO-run School","Yes","No","No","No",4,81.9,91,17,18,1.3,0,65,71,5.5,9,60.6,53.9,2,3,"Moderate","Good","Yes","Yes","Yes","Neutral",2,"Yes - minor barrier",58,11,5
"WGE-1006",2024-09-08,"Bandarban","Bandarban Sadar","Mother Club Member",29,"Female","Bawm","Government Primary School","No","No","No","Partially",4,70.9,76.8,15,18,28.2,24.6,45,55,5.4,6.5,52.9,41.5,3,3,"Good","Good","Yes","Yes","No","Supports",4.7,"No barrier",66,3,5
"WGE-1007",2024-10-03,"Bandarban","Bandarban Sadar","School Student (Girl)",12,"Female","Marma","Government Secondary School","Yes","Yes","No","Yes",2,55.5,61.3,16,19,29.9,22.9,65,72,5.6,6.2,48.5,40.1,4,4,"Moderate","Excellent","Yes","No","Partially","Strongly supports",4.1,"No barrier",37,9,5
"WGE-1008",2024-11-23,"Khagrachari","Khagrachari Sadar","School Student (Boy)",15,"Male","Tripura","NGO-run School","Yes","Yes","No","No",3,91.2,99.9,16,19,20.3,14.4,61,75,4.8,6.2,59,52.2,5,1,"Good","Excellent","Yes","Yes","Partially","Strongly supports",3.4,"No barrier",48,3,5
"WGE-1009",2024-11-23,"Khagrachari","Panchhari","School Student (Girl)",10,"Female","Murung","Government Primary School","No","Yes","No","Yes",2,57,66.4,15,18,16.3,11.4,80,84,1.7,3.3,55.3,34,3,4,"Moderate","Good","Yes","Yes","Yes","Does not support",0.9,"Yes - minor barrier",69,4,5
"WGE-1010",2024-09-20,"Khagrachari","Ramgarh","School Student (Girl)",12,"Female","Tripura","Government Secondary School","No","Yes","Yes","No",3,80.2,91.8,16,18,28.4,24.5,70,74,1.5,3.4,35.1,35.6,2,3,"Good","Good","Yes","Yes","Partially","Strongly supports",3.4,"Yes - minor barrier",46,8,4
"WGE-1011",2024-11-27,"Khagrachari","Khagrachari Sadar","Household (Parent/Guardian)",33,"Male","Tanchangya","NGO-run School","Yes","Yes","No","Yes",4,69.7,75.3,19,22,20.6,17,47,64,6.6,10,57.1,42,3,4,"Moderate","Excellent","Yes","Yes","No","Neutral",6,"No barrier",103,6,3
"WGE-1012",2024-09-10,"Bandarban","Ruma","School Student (Boy)",14,"Male","Murung","Government Primary School","Yes","No","No","No",4,87.8,90.9,17,20,14.4,4.5,33,37,5.7,9.2,57.4,49.4,3,5,"Moderate","Moderate","Yes","Yes","Yes","Supports",2.7,"No barrier",22,9,2
"WGE-1013",2024-10-31,"Khagrachari","Dighinala","School Student (Girl)",13,"Female","Khumi","Government Primary School","No","Yes","No","No",2,72,89.9,13,15,25.5,14.5,37,49,3.7,4.2,64.7,57.7,1,3,"Good","Excellent","Yes","No","Partially","Supports",2.5,"No barrier",27,12,5
"WGE-1014",2024-09-10,"Khagrachari","Khagrachari Sadar","Household (Parent/Guardian)",41,"Female","Khumi","NGO-run School","Yes","Yes","No","Yes",3,75.3,84.7,9,11,19,11.9,46,55,3.5,6.8,41.4,33,2,4,"Moderate","Good","Yes","No","Yes","Supports",2.9,"No barrier",33,8,5
"WGE-1015",2024-10-29,"Rangamati","Baghaichhari","School Student (Girl)",14,"Female","Chak","Madrasa","Yes","Yes","No","Partially",3,68.3,69.9,13,17,16.9,7,63,80,3.9,7.7,41,35.2,1,3,"Moderate","Good","No","Yes","Partially","Neutral",5.8,"Yes - major barrier",60,11,5
"WGE-1016",2024-09-26,"Khagrachari","Panchhari","School Student (Boy)",15,"Male","Bengali","Government Secondary School","Yes","No","No","Yes",3,64.7,78.7,22,22,10.1,5,40,44,2.9,4.7,57.7,42,3,4,"Moderate","Excellent","Yes","No","Partially","Supports",4.9,"Yes - minor barrier",44,13,5
"WGE-1017",2024-10-11,"Khagrachari","Khagrachari Sadar","School Student (Girl)",10,"Female","Marma","Government Secondary School","Yes","Yes","Yes","Partially",1,64.9,71.2,22,22,14.7,11.8,27,31,4,4.7,20,13.6,2,5,"Moderate","Good","Yes","Yes","Partially","Supports",5.5,"Yes - major barrier",34,12,2
"WGE-1018",2024-10-28,"Bandarban","Naikhongchhari","School Student (Boy)",14,"Male","Marma","Government Secondary School","No","No","Yes","Yes",1,70.8,80.3,10,12,11.3,1.3,54,56,3.3,3.9,40.1,29.5,2,3,"Good","Good","Yes","Yes","Yes","Supports",1.5,"Yes - minor barrier",35,10,4
"WGE-1019",2024-11-20,"Bandarban","Rowangchhari","Teacher",19,"Female","Chakma","Government Primary School","No","Yes","Yes","No",4,83.1,93.2,18,20,15.9,8.3,48,64,3.4,6.9,41,37.6,2,3,"Good","Moderate","Yes","Yes","Yes","Strongly supports",2,"Yes - minor barrier",35,2,4
"WGE-1020",2024-09-21,"Rangamati","Baghaichhari","School Student (Boy)",17,"Male","Marma","Government Primary School","Yes","Yes","No","No",2,59.2,64.6,20,22,18.6,14.9,39,49,2.7,3.7,43.5,37.5,5,3,"Moderate","Good","No","Yes","Yes","Strongly supports",1,"Yes - minor barrier",31,7,4
"WGE-1021",2024-10-23,"Khagrachari","Panchhari","Household (Parent/Guardian)",22,"Male","Bengali","Government Secondary School","Yes","Yes","Yes","Yes",3,87.1,97.5,14,15,15.6,9.7,64,78,3.7,5.4,20.1,7,2,4,"Poor","Good","Yes","Yes","No","Does not support",2.6,"No barrier",60,1,5
"WGE-1022",2024-09-04,"Rangamati","Longadu","Reproductive Health Community Worker (RHCW)",34,"Female","Marma","Government Primary School","Yes","Yes","No","Yes",2,94,100,20,20,29.8,25.9,39,47,2.1,3.7,14.3,10.1,3,5,"Good","Good","No","No","Yes","Strongly supports",5.3,"Yes - minor barrier",98,7,4
"WGE-1023",2024-11-06,"Bandarban","Naikhongchhari","School Student (Girl)",16,"Female","Marma","NGO-run School","Yes","No","No","Partially",3,65.6,80.9,19,21,19.4,10.1,59,74,6,7.9,26.4,23.1,2,3,"Poor","Good","Yes","No","No","Supports",4.3,"Yes - minor barrier",30,6,5
"WGE-1024",2024-09-06,"Khagrachari","Khagrachari Sadar","School Student (Girl)",12,"Female","Marma","Government Secondary School","Yes","Yes","Yes","Yes",4,41.5,50.3,17,19,14.1,0.799999999999999,72,80,3.1,6.6,44.9,36.6,3,3,"Poor","Good","No","No","Yes","Supports",2.6,"No barrier",31,10,4
"WGE-1025",2024-09-28,"Rangamati","Kaptai","Teacher",47,"Male","Marma","NGO-run School","Yes","Yes","Yes","Partially",2,55.2,57.3,16,21,19.4,9,69,72,3.8,4.6,37.5,31.6,1,4,"Good","Good","Yes","Yes","Partially","Supports",4,"Yes - minor barrier",11,8,2
"WGE-1026",2024-11-23,"Khagrachari","Mahalchhari","School Student (Girl)",10,"Female","Bawm","Government Primary School","Yes","No","Yes","Yes",4,62.1,61.8,15,15,8.2,3.2,54,65,5.4,6.7,48.4,37.2,2,2,"Poor","Excellent","No","Yes","Partially","Does not support",1.3,"No barrier",35,9,3
"WGE-1027",2024-10-05,"Khagrachari","Panchhari","School Student (Girl)",13,"Female","Murung","Government Secondary School","Yes","Yes","No","Yes",4,74.6,80.2,22,22,11.5,4.5,58,74,3.2,4.9,35.9,24.4,3,2,"Moderate","Moderate","Yes","No","Partially","Neutral",5.9,"Yes - minor barrier",44,5,3
"WGE-1028",2024-10-28,"Bandarban","Rowangchhari","Mother Club Member",35,"Female","Tripura","Government Primary School","No","Yes","Yes","Partially",3,78.6,96.9,19,22,13.2,3.9,34,38,2.5,4.2,41.3,34,1,5,"Poor","Poor","Yes","Yes","Yes","Supports",3.5,"Yes - major barrier",87,5,5
"WGE-1029",2024-12-03,"Bandarban","Bandarban Sadar","School Student (Girl)",14,"Female","Bengali","Government Secondary School","Yes","No","Yes","No",4,97,100,15,16,15.6,10.7,67,78,3.3,6.4,25.7,18,5,3,"Good","Good","Yes","Yes","Yes","Strongly supports",2.2,"Yes - major barrier",37,5,3
"WGE-1030",2024-09-08,"Khagrachari","Dighinala","Reproductive Health Community Worker (RHCW)",27,"Female","Tripura","Government Primary School","Yes","Yes","No","Partially",1,55.5,60.2,12,17,23.3,21,41,44,5.3,5.4,57.3,44.8,3,5,"Good","Excellent","Yes","No","Yes","Strongly supports",3.3,"Yes - minor barrier",34,6,2
